Movie Name,Average Rating,genres
"Wings of Desire (Himmel über Berlin, Der) (1987)",4.024767378,Drama|Fantasy|Romance
"Short Film About Love, A (Krótki film o milosci) (1988)",4.024553571,Drama|Romance
Crimes and Misdemeanors (1989),4.022681196,Comedy|Crime|Drama
Network (1976),4.022281982,Comedy|Drama
Harvey (1950),4.021607606,Comedy|Fantasy
Breaking Away (1979),4.021109011,Comedy|Drama
Diva (1981),4.0198188,Action|Drama|Mystery|Romance|Thriller
Inglourious Basterds (2009),4.019635863,Action|Drama|War
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",4.01755618,Comedy|Drama
Pride and Prejudice (1995),4.015859285,Drama|Romance
From the Earth to the Moon (1998),4.013636364,Action|Documentary|Drama|Thriller
"Matter of Life and Death, A (Stairway to Heaven) (1946)",4.013468013,Drama|Fantasy|Romance
Toy Story 3 (2010),4.012973534,Adventure|Animation|Children|Comedy|Fantasy|IMAX
Smiles of a Summer Night (Sommarnattens leende) (1955),4.012269939,Comedy|Romance
Big Night (1996),4.012172108,Comedy|Drama
3-Iron (Bin-jip) (2004),4.012054002,Drama|Romance
Trainspotting (1996),4.01123405,Comedy|Crime|Drama
Let the Right One In (Låt den rätte komma in) (2008),4.010526316,Drama|Fantasy|Horror|Romance
Ninotchka (1939),4.010283688,Comedy|Romance
Breathless (À bout de souffle) (1960),4.009270335,Crime|Drama|Romance
Kolya (Kolja) (1996),4.008046491,Comedy|Drama
Indiana Jones and the Last Crusade (1989),4.007592711,Action|Adventure
FLCL (2000),4.006627393,Animation|Comedy|Fantasy|Sci-Fi
Time of the Gypsies (Dom za vesanje) (1989),4.005797101,Comedy|Crime|Drama|Fantasy
Aliens (1986),4.005642138,Action|Adventure|Horror|Sci-Fi
Antonia's Line (Antonia) (1995),4.004925138,Comedy|Drama
Star Wars: Episode VI - Return of the Jedi (1983),4.004622217,Action|Adventure|Sci-Fi
"Shop Around the Corner, The (1940)",4.004276115,Comedy|Drama|Romance
"Dark Knight Rises, The (2012)",4.000209644,Action|Adventure|Crime|IMAX
Harold and Maude (1971),3.999814034,Comedy|Drama|Romance
"Pier, The (Jetée, La) (1962)",3.998682477,Romance|Sci-Fi
Young Frankenstein (1974),3.996785312,Comedy|Fantasy
Kin-Dza-Dza! (1986),3.996632997,Comedy|Drama|Sci-Fi
Talk to Her (Hable con Ella) (2002),3.995144202,Drama|Romance
Mary and Max (2009),3.995127436,Animation|Comedy|Drama
Serenity (2005),3.993260757,Action|Adventure|Sci-Fi
"Grand Budapest Hotel, The (2014)",3.992152466,Comedy|Drama
Monty Python's And Now for Something Completely Different (1971),3.989081843,Comedy
"Lock, Stock & Two Smoking Barrels (1998)",3.98867863,Comedy|Crime|Thriller
Shall We Dance (1937),3.988339223,Comedy|Musical|Romance
Brief Encounter (1946),3.987404162,Drama|Romance
Jules and Jim (Jules et Jim) (1961),3.986337209,Drama|Romance
Being There (1979),3.986231314,Comedy|Drama
Beautiful Thing (1996),3.985625486,Drama|Romance
Office Space (1999),3.98538961,Comedy|Crime
Delicatessen (1991),3.984417056,Comedy|Drama|Romance
"Now, Voyager (1942)",3.983014862,Drama|Romance
Presto (2008),3.982142857,Animation|Children|Comedy|Fantasy
Monty Python's Life of Brian (1979),3.981125651,Comedy
Moonrise Kingdom (2012),3.979238754,Comedy|Drama|Romance
"Life and Death of Colonel Blimp, The (1943)",3.978618421,Drama|Romance|War
"Postman, The (Postino, Il) (1994)",3.978396398,Comedy|Drama|Romance
Hard-Boiled (Lat sau san taam) (1992),3.977893602,Action|Crime|Drama|Thriller
For the Birds (2000),3.976525822,Animation|Children|Comedy
"Exterminating Angel, The (Ángel exterminador, El) (1962)",3.973502304,Comedy|Drama|Fantasy|Mystery
Ip Man (2008),3.973447345,Action|Drama|War
"Bourne Ultimatum, The (2007)",3.97309687,Action|Crime|Thriller
In a Lonely Place (1950),3.973076923,Drama|Film-Noir|Mystery|Romance
For a Few Dollars More (Per qualche dollaro in più) (1965),3.973048728,Action|Drama|Thriller|Western
Trouble in Paradise (1932),3.972938144,Comedy|Romance
Love and Death (1975),3.972684086,Comedy
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",3.972505092,Action|Adventure
Batman Begins (2005),3.970753505,Action|Crime|IMAX
Elite Squad (Tropa de Elite) (2007),3.970489978,Action|Crime|Drama|Thriller
Chungking Express (Chung Hing sam lam) (1994),3.969250758,Drama|Mystery|Romance
Three Days of the Condor (3 Days of the Condor) (1975),3.969186047,Drama|Mystery|Romance|Thriller
Sense and Sensibility (1995),3.968573088,Drama|Romance
"Twilight Samurai, The (Tasogare Seibei) (2002)",3.966760962,Drama|Romance
Local Hero (1983),3.96665623,Comedy
Whisper of the Heart (Mimi wo sumaseba) (1995),3.966157205,Animation|Drama|Romance
Head-On (Gegen die Wand) (2004),3.965875371,Drama|Romance
Into the Wild (2007),3.965520728,Action|Adventure|Drama
Underground (1995),3.964721254,Comedy|Drama|War
Star Trek (2009),3.96443433,Action|Adventure|Sci-Fi|IMAX
Stroszek (1977),3.962264151,Comedy|Drama
To Be or Not to Be (1942),3.962257369,Comedy|Drama|War
"French Connection, The (1971)",3.961439739,Action|Crime|Thriller
"Women, The (1939)",3.961363636,Comedy
Horse Feathers (1932),3.961104848,Comedy
Day for Night (La Nuit Américaine) (1973),3.960446247,Comedy|Drama|Romance
Exit Through the Gift Shop (2010),3.959459459,Comedy|Documentary
Once (2006),3.957520891,Drama|Musical|Romance
Holiday (1938),3.954439252,Comedy|Drama|Romance
All Quiet on the Western Front (1930),3.954230769,Action|Drama|War
Shall We Dance? (Shall We Dansu?) (1996),3.954205366,Comedy|Drama|Romance
Tender Mercies (1983),3.954157175,Drama|Romance|Western
Sleuth (1972),3.954104478,Comedy|Mystery|Thriller
Being John Malkovich (1999),3.95320324,Comedy|Drama|Fantasy
Orpheus (Orphée) (1950),3.952736318,Drama|Fantasy|Romance
"Player, The (1992)",3.952714759,Comedy|Crime|Drama
Gladiator (2000),3.952247704,Action|Adventure|Drama
Gladiator (1992),3.951460362,Action|Drama
From Here to Eternity (1953),3.951377083,Drama|Romance|War
My Life in Pink (Ma vie en rose) (1997),3.950916936,Comedy|Drama
Harry Potter and the Deathly Hallows: Part 2 (2011),3.950665328,Action|Adventure|Drama|Fantasy|Mystery|IMAX
Viridiana (1961),3.950581395,Comedy|Drama
Slumdog Millionaire (2008),3.950477845,Crime|Drama|Romance
"Court Jester, The (1956)",3.95014245,Adventure|Comedy|Musical
"Lavender Hill Mob, The (1951)",3.949850299,Comedy|Crime
Shoot the Piano Player (Tirez sur le pianiste) (1960),3.949786325,Crime|Drama|Romance|Thriller
"Avengers, The (2012)",3.949485783,Action|Adventure|Sci-Fi|IMAX
"Avventura, L' (Adventure, The) (1960)",3.949074074,Drama|Mystery|Romance
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",3.948660714,Comedy|Drama|Fantasy
"Boondock Saints, The (2000)",3.947365143,Action|Crime|Drama|Thriller
"Red Shoes, The (1948)",3.946832579,Drama|Fantasy|Musical|Romance
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),3.946610169,Action|Crime|Drama
Play Time (a.k.a. Playtime) (1967),3.945283019,Comedy
"Big Lebowski, The (1998)",3.944945718,Comedy|Crime
"Work of Director Michel Gondry, The (2003)",3.944827586,Comedy|Documentary
Army of Shadows (L'armée des ombres) (1969),3.944444444,Action|Drama|Thriller|War
"Day at the Races, A (1937)",3.943871707,Comedy|Musical
Ferris Bueller's Day Off (1986),3.94366771,Comedy
Take the Money and Run (1969),3.943388073,Comedy|Crime
Scarface (1983),3.943015056,Action|Crime|Drama
Waiting for Guffman (1996),3.942756421,Comedy
"Cranes Are Flying, The (Letyat zhuravli) (1957)",3.94266055,Drama|Romance|War
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),3.941747573,Comedy|Crime|Drama|Mystery
Adam's Apples (Adams æbler) (2005),3.940850277,Comedy|Drama
Doctor Zhivago (1965),3.940281442,Drama|Romance|War
Sherlock Jr. (1924),3.939356436,Comedy|Fantasy|Romance
Emma (2009),3.938679245,Comedy|Drama|Romance
"Wedding Banquet, The (Xi yan) (1993)",3.938372093,Comedy|Drama|Romance
"Room with a View, A (1986)",3.938224527,Drama|Romance
Before Sunset (2004),3.937518121,Drama|Romance
Black Orpheus (Orfeu Negro) (1959),3.937203791,Drama|Romance
Into the Woods (1991),3.936403509,Adventure|Comedy|Fantasy|Musical
Safety Last! (1923),3.935736677,Action|Comedy|Romance
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",3.935366409,Action|Western
Knockin' on Heaven's Door (1997),3.934707904,Action|Comedy|Crime|Drama
"Outlaw Josey Wales, The (1976)",3.934468999,Action|Adventure|Drama|Thriller|Western
Animal Crackers (1930),3.934381779,Comedy|Musical
Die Hard (1988),3.933846508,Action|Crime|Thriller
Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),3.932475884,Drama|Romance
Terminator 2: Judgment Day (1991),3.931953909,Action|Sci-Fi
"Station Agent, The (2003)",3.931578947,Comedy|Drama
Rosencrantz and Guildenstern Are Dead (1990),3.931546194,Comedy|Drama
Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),3.930434783,Action|Drama
"Gay Divorcee, The (1934)",3.930400891,Comedy|Musical|Romance
V for Vendetta (2006),3.927417108,Action|Sci-Fi|Thriller|IMAX
Like Water for Chocolate (Como agua para chocolate) (1992),3.927265136,Drama|Fantasy|Romance
"Heiress, The (1949)",3.926829268,Drama|Romance
Dodsworth (1936),3.926701571,Drama|Romance
Hannah and Her Sisters (1986),3.925832953,Comedy|Drama|Romance
"Atalante, L' (1934)",3.925287356,Comedy|Drama|Romance
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",3.924744898,Animation|Comedy|Drama|Romance|Sci-Fi
"Quiet Man, The (1952)",3.92454955,Drama|Romance
Back to the Future (1985),3.924141843,Adventure|Comedy|Sci-Fi
Gilda (1946),3.924107143,Drama|Film-Noir|Mystery|Romance
Monty Python Live at the Hollywood Bowl (1982),3.923753066,Comedy
"Place in the Sun, A (1951)",3.923638778,Drama|Romance
Hero (Ying xiong) (2002),3.923558552,Action|Adventure|Drama
How to Steal a Million (1966),3.923011844,Comedy|Crime|Romance
"Year of Living Dangerously, The (1982)",3.922084806,Drama|Romance|War
Little Miss Sunshine (2006),3.922082842,Adventure|Comedy|Drama
Toy Story (1995),3.921239561,Adventure|Animation|Children|Comedy|Fantasy
"Awful Truth, The (1937)",3.921186441,Comedy|Romance
I Know Where I'm Going! (1945),3.920258621,Drama|Romance|War
"Beautiful Mind, A (2001)",3.919748301,Drama|Romance
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),3.918791574,Adventure|Animation|Comedy|Fantasy|Romance
In America (2002),3.918507712,Drama|Romance
Swing Time (1936),3.918300654,Comedy|Musical|Romance
You Can't Take It with You (1938),3.918118467,Comedy|Romance
"Producers, The (1968)",3.918046742,Comedy
"Kid, The (1921)",3.917647059,Comedy|Drama
My Man Godfrey (1957),3.917557252,Comedy
Rush (2013),3.917283951,Action|Drama
Dear Frankie (2004),3.917053364,Drama|Romance
About Time (2013),3.916208791,Drama|Fantasy|Romance
"Good bye, Lenin! (2003)",3.915557113,Comedy|Drama
Seven Chances (1925),3.915151515,Comedy
Spellbound (1945),3.914462081,Mystery|Romance|Thriller
Marty (1955),3.913394919,Drama|Romance
Three Colors: White (Trzy kolory: Bialy) (1994),3.913249516,Comedy|Drama
Iron Man (2008),3.913052579,Action|Adventure|Sci-Fi
My Fair Lady (1964),3.911249614,Comedy|Drama|Musical|Romance
"Circus, The (1928)",3.911016949,Comedy
And Your Mother Too (Y tu mamá también) (2001),3.91031665,Drama|Romance
"Perks of Being a Wallflower, The (2012)",3.910283688,Drama|Romance
"Longest Day, The (1962)",3.908960058,Action|Drama|War
"Incredibles, The (2004)",3.908572147,Action|Adventure|Animation|Children|Comedy
M*A*S*H (a.k.a. MASH) (1970),3.908045977,Comedy|Drama|War
Sabrina (1954),3.90753629,Comedy|Romance
Survive Style 5+ (2004),3.906542056,Fantasy|Mystery|Romance|Thriller
Red River (1948),3.906307978,Action|Adventure|Western
"Odd Couple, The (1968)",3.906070288,Comedy
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),3.905027933,Children|Drama|Romance
"Remains of the Day, The (1993)",3.905027671,Drama|Romance
Shaun of the Dead (2004),3.904557549,Comedy|Horror
After the Thin Man (1936),3.904081633,Comedy|Crime|Mystery|Romance
"Bank Dick, The (1940)",3.90398293,Comedy
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3.903248306,Action|Drama|Romance
Stranger Than Paradise (1984),3.902272727,Comedy|Drama
Her (2013),3.901944444,Drama|Romance|Sci-Fi
Kill Bill: Vol. 1 (2003),3.901338177,Action|Crime|Thriller
"Bourne Identity, The (2002)",3.901050221,Action|Mystery|Thriller
On the Town (1949),3.897739505,Comedy|Musical|Romance
Mystery Train (1989),3.897337071,Comedy|Drama
Band of Outsiders (Bande à part) (1964),3.896969697,Comedy|Crime|Drama|Romance
King of Hearts (1966),3.896396396,Comedy|Drama|War
"Terminator, The (1984)",3.896392354,Action|Sci-Fi|Thriller
"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)",3.896153846,Comedy|Drama
"Bill Cosby, Himself (1983)",3.896010187,Comedy|Documentary
"Adventures of Robin Hood, The (1938)",3.895639835,Action|Adventure|Romance
One Man Band (2005),3.895238095,Animation|Comedy|Musical
Diner (1982),3.895212038,Comedy|Drama
Children of Men (2006),3.894804326,Action|Adventure|Drama|Sci-Fi|Thriller
Auntie Mame (1958),3.89459865,Comedy|Drama
Much Ado About Nothing (1993),3.894188828,Comedy|Romance
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),3.893997894,Comedy|Drama
"Visitor, The (2007)",3.893973214,Drama|Romance
Farewell My Concubine (Ba wang bie ji) (1993),3.893789979,Drama|Romance
Lifted (2006),3.893700787,Animation|Comedy|Sci-Fi
"Last Detail, The (1973)",3.893478261,Comedy|Drama
Shadowlands (1993),3.89340727,Drama|Romance
Hiroshima Mon Amour (1959),3.892461197,Drama|Romance|War
In Bruges (2008),3.891883645,Comedy|Crime|Drama|Thriller
"O Brother, Where Art Thou? (2000)",3.891130068,Adventure|Comedy|Crime
"Steamboat Bill, Jr. (1928)",3.890625,Comedy|Romance
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",3.890561668,Drama|Fantasy|Romance
Raiders of the Lost Ark: The Adaptation (1989),3.89055794,Action|Adventure|Thriller
Adam's Rib (1949),3.890170512,Comedy|Romance
Desk Set (1957),3.89,Comedy|Romance
Dangerous Liaisons (1988),3.889559014,Drama|Romance
Mon Oncle (My Uncle) (1958),3.889473684,Comedy
"Patch of Blue, A (1965)",3.889361702,Drama|Romance
Cinderella Man (2005),3.887236534,Drama|Romance
Open Your Eyes (Abre los ojos) (1997),3.886796193,Drama|Romance|Sci-Fi|Thriller
Finding Nemo (2003),3.886227672,Adventure|Animation|Children|Comedy
"My Mother's Castle (Château de ma mère, Le) (1990)",3.886167147,Comedy|Drama
Before Midnight (2013),3.886156648,Drama|Romance
Eddie Murphy Delirious (1983),3.88559322,Comedy|Documentary
Raising Arizona (1987),3.885519602,Comedy
Paper Moon (1973),3.885433071,Comedy|Crime|Drama
"Road Home, The (Wo de fu qin mu qin) (1999)",3.885174419,Drama|Romance
Ballad of a Soldier (Ballada o soldate) (1959),3.884892086,Drama|Romance|War
"Untouchables, The (1987)",3.884503303,Action|Crime|Drama
"Femme Nikita, La (Nikita) (1990)",3.883277338,Action|Crime|Romance|Thriller
3 Idiots (2009),3.883002208,Comedy|Drama|Romance
Monkey Business (1931),3.882894737,Comedy
Woman of the Year (1942),3.882278481,Comedy|Romance
"Batman: The Dark Knight Returns, Part 2 (2013)",3.882037534,Action|Animation
Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972),3.881188119,Action|Drama
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",3.88071066,Action|Animation|Drama|Fantasy|Sci-Fi
Richard Pryor: Live in Concert (1979),3.88,Comedy|Documentary
Blood Diamond (2006),3.879543472,Action|Adventure|Crime|Drama|Thriller|War
"Monsters, Inc. (2001)",3.879443716,Adventure|Animation|Children|Comedy|Fantasy
Harry Potter and the Deathly Hallows: Part 1 (2010),3.879119464,Action|Adventure|Fantasy|IMAX
Mostly Martha (Bella Martha) (2001),3.878787879,Comedy|Drama|Romance
Paperman (2012),3.87804878,Animation|Comedy|Romance
Another Thin Man (1939),3.87797619,Comedy|Crime|Drama|Mystery|Romance
Kiss Kiss Bang Bang (2005),3.877934739,Comedy|Crime|Mystery|Thriller
Jane Eyre (2006),3.876373626,Drama|Romance
Blazing Saddles (1974),3.876319042,Comedy|Western
Born Yesterday (1950),3.875935829,Comedy
Sin City (2005),3.874200633,Action|Crime|Film-Noir|Mystery|Thriller
Shine (1996),3.873492478,Drama|Romance
"Play It Again, Sam (1972)",3.87345679,Comedy|Romance
Say Anything... (1989),3.872880423,Comedy|Drama|Romance
Wristcutters: A Love Story (2006),3.872627373,Drama|Fantasy|Romance
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),3.872483221,Action|Animation|Sci-Fi|Thriller
Mr. Nobody (2009),3.872113677,Drama|Fantasy|Romance|Sci-Fi
Together (Tillsammans) (2000),3.870680628,Comedy|Drama|Romance
"Shot in the Dark, A (1964)",3.870250232,Comedy|Crime|Mystery
Fist of Legend (Jing wu ying xiong) (1994),3.869817579,Action|Drama
Clerks (1994),3.869550538,Comedy
Kill Bill: Vol. 2 (2004),3.869085849,Action|Drama|Thriller
"Barbarian Invasions, The (Les invasions barbares) (2003)",3.868859284,Comedy|Crime|Drama|Mystery|Romance
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",3.868468468,Animation|Comedy|Fantasy
Pride & Prejudice (2005),3.868156934,Drama|Romance
Sleeper (1973),3.867795126,Comedy|Sci-Fi
Groundhog Day (1993),3.867623181,Comedy|Fantasy|Romance
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),3.867045455,Action|Adventure|Animation|Comedy|Crime|Mystery
"Magnificent Ambersons, The (1942)",3.866906475,Drama|Romance
As it is in Heaven (Så som i himmelen) (2004),3.866847826,Drama|Musical|Romance
Hoosiers (a.k.a. Best Shot) (1986),3.866757952,Drama|Romance
Love Me If You Dare (Jeux d'enfants) (2003),3.86612426,Drama|Romance
Hot Fuzz (2007),3.866105236,Action|Comedy|Crime|Mystery
"Thin Man Goes Home, The (1945)",3.865740741,Comedy|Crime|Mystery
"Cuckoo, The (Kukushka) (2002)",3.864835165,Comedy|Drama|War
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",3.864519817,Drama|Romance
"Navigator, The (1924)",3.862980769,Comedy
Fantastic Mr. Fox (2009),3.862850972,Adventure|Animation|Children|Comedy|Crime
