Movie Name,Average Rating,genres
Amadeus (1984),4.07388659,Drama
In the Heat of the Night (1967),4.073789504,Drama|Mystery
Louis C.K.: Hilarious (2010),4.071817193,Comedy
Manhattan (1979),4.071038929,Comedy|Drama|Romance
Charade (1963),4.069916297,Comedy|Crime|Mystery|Romance|Thriller
"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.069466882,Drama|War
Harakiri (Seppuku) (1962),4.069010417,Drama
Dr. Horrible's Sing-Along Blog (2008),4.068371943,Comedy|Drama|Musical|Sci-Fi
My Man Godfrey (1936),4.068142611,Comedy|Romance
Matewan (1987),4.067819149,Drama
Kind Hearts and Coronets (1949),4.067738232,Comedy|Drama
"Grand Day Out with Wallace and Gromit, A (1989)",4.066765197,Adventure|Animation|Children|Comedy|Sci-Fi
"Killer, The (Die xue shuang xiong) (1989)",4.066748855,Action|Crime|Drama|Thriller
"Great Dictator, The (1940)",4.066649173,Comedy|Drama|War
"Night of the Hunter, The (1955)",4.066315789,Drama|Film-Noir|Thriller
Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.066078117,Adventure|Animation|Fantasy|Romance
"Samouraï, Le (Godson, The) (1967)",4.065116279,Crime|Drama|Thriller
Saving Private Ryan (1998),4.064416599,Action|Drama|War
It's a Wonderful Life (1946),4.064292815,Drama|Fantasy|Romance
Throne of Blood (Kumonosu jô) (1957),4.064090481,Action|Drama|Thriller|War
Louis C.K.: Live at the Beacon Theater (2011),4.062348668,Comedy
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),4.061916879,Action|Adventure|Animation|Children|Fantasy|Sci-Fi
Bringing Up Baby (1938),4.061102327,Comedy|Romance
Anatomy of a Murder (1959),4.060517039,Drama|Mystery
Secrets & Lies (1996),4.058044444,Drama
Top Hat (1935),4.058018868,Comedy|Musical|Romance
"Rules of the Game, The (La règle du jeu) (1939)",4.058,Comedy|Drama
Persuasion (1995),4.057545973,Drama|Romance
"Sixth Sense, The (1999)",4.054998975,Drama|Horror|Mystery
"Hunt, The (Jagten) (2012)",4.054936306,Drama
You Can Count on Me (2000),4.054770927,Drama|Romance
Kagemusha (1980),4.054763691,Drama|War
Sullivan's Travels (1941),4.054500703,Adventure|Comedy|Romance
"Conformist, The (Conformista, Il) (1970)",4.054037267,Drama
"Pianist, The (2002)",4.053922967,Drama|War
Butch Cassidy and the Sundance Kid (1969),4.053638,Action|Western
Arsenic and Old Lace (1944),4.053597331,Comedy|Mystery|Thriller
Seven (a.k.a. Se7en) (1995),4.053492566,Mystery|Thriller
Heart of a Dog (Sobachye serdtse) (1988),4.053278689,Comedy|Drama|Sci-Fi
Mister Roberts (1955),4.052339413,Comedy|Drama|War
Tokyo Story (Tôkyô monogatari) (1953),4.052334944,Drama
Who's Afraid of Virginia Woolf? (1966),4.051573143,Drama
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.050573554,Action|Crime|Drama|Thriller
8 1/2 (8½) (1963),4.050226098,Drama|Fantasy
"Lion in Winter, The (1968)",4.050214329,Drama
Red Beard (Akahige) (1965),4.049327354,Drama
"Face in the Crowd, A (1957)",4.048519737,Drama
Touching the Void (2003),4.048280735,Adventure|Documentary
"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",4.047325103,Crime|Drama
"Night at the Opera, A (1935)",4.047279793,Comedy|Musical|Romance
Before the Rain (Pred dozhdot) (1994),4.047239915,Drama|War
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.046599496,Crime|Drama|Mystery|Romance|Thriller
"Apartment, The (1960)",4.046146341,Comedy|Drama|Romance
Badlands (1973),4.044859813,Crime|Drama|Thriller
Patton (1970),4.044256467,Drama|War
North & South (2004),4.044217687,Drama|Romance
Dial M for Murder (1954),4.043809353,Crime|Mystery|Thriller
Trust (1990),4.042993631,Comedy|Drama|Romance
Braveheart (1995),4.042533802,Action|Drama|War
Cowboy Bebop (1998),4.042372881,Action|Adventure|Animation|Crime|Sci-Fi
"Prestige, The (2006)",4.042195403,Drama|Mystery|Sci-Fi|Thriller
Snatch (2000),4.04214679,Comedy|Crime|Thriller
Louis C.K.: Oh My God (2013),4.040492958,Comedy
Hotel Rwanda (2004),4.040221008,Drama|War
"Man Who Would Be King, The (1975)",4.040199612,Adventure|Drama
All the President's Men (1976),4.039066059,Drama|Thriller
Sunrise: A Song of Two Humans (1927),4.039045553,Drama|Romance
WALL·E (2008),4.038929041,Adventure|Animation|Children|Romance|Sci-Fi
"Virgin Spring, The (Jungfrukällan) (1960)",4.038784067,Crime|Drama
Burnt by the Sun (Utomlyonnye solntsem) (1994),4.038461538,Drama
Up (2009),4.038266408,Adventure|Animation|Children|Drama
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",4.037898061,Drama|Fantasy|Thriller
Django Unchained (2012),4.037892791,Action|Drama|Western
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",4.036520584,Drama
"Strada, La (1954)",4.035911602,Drama
Eat Drink Man Woman (Yin shi nan nu) (1994),4.035609756,Comedy|Drama|Romance
Come and See (Idi i smotri) (1985),4.035108959,Drama|War
To Have and Have Not (1944),4.034192825,Adventure|Drama|Romance|Thriller|War
Gaslight (1944),4.034030141,Drama|Thriller
Eddie Izzard: Dress to Kill (1999),4.033653846,Comedy
Requiem for a Dream (2000),4.033585946,Drama
Breaker Morant (1980),4.033463469,Drama|War
Blood Simple (1984),4.033346527,Crime|Drama|Film-Noir
Full Metal Jacket (1987),4.033179787,Drama|War
"Best of Youth, The (La meglio gioventù) (2003)",4.032941176,Drama
Mr. Smith Goes to Washington (1939),4.03265056,Drama
Good Will Hunting (1997),4.032516594,Drama|Romance
This Is Spinal Tap (1984),4.032234957,Comedy
"Bourne Identity, The (1988)",4.031519065,Action|Adventure|Drama|Mystery|Thriller
"Unvanquished, The (Aparajito) (1957)",4.031065089,Drama
"Christmas Story, A (1983)",4.030887583,Children|Comedy
Down by Law (1986),4.030623819,Comedy|Drama|Film-Noir
Winter Light (Nattvardsgästerna) (1963),4.029874214,Drama
To Catch a Thief (1955),4.029155139,Crime|Mystery|Romance|Thriller
Forrest Gump (1994),4.029000181,Comedy|Drama|Romance|War
My Life as a Dog (Mitt liv som hund) (1985),4.028682818,Comedy|Drama
"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.02659176,Comedy|Romance
In the Mood For Love (Fa yeung nin wa) (2000),4.026479008,Drama|Romance
Battlestar Galactica (2003),4.025658807,Drama|Sci-Fi|War
"Wings of Desire (Himmel über Berlin, Der) (1987)",4.024767378,Drama|Fantasy|Romance
"Short Film About Love, A (Krótki film o milosci) (1988)",4.024553571,Drama|Romance
Crimes and Misdemeanors (1989),4.022681196,Comedy|Crime|Drama
"Downfall (Untergang, Der) (2004)",4.022386193,Drama|War
Network (1976),4.022281982,Comedy|Drama
"King's Speech, The (2010)",4.022206431,Drama
Stalker (1979),4.021948286,Drama|Mystery|Sci-Fi
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.021911138,Drama
Harvey (1950),4.021607606,Comedy|Fantasy
Breaking Away (1979),4.021109011,Comedy|Drama
Moon (2009),4.021060201,Drama|Mystery|Sci-Fi|Thriller
Seven Days in May (1964),4.020670391,Thriller
Diva (1981),4.0198188,Action|Drama|Mystery|Romance|Thriller
Inglourious Basterds (2009),4.019635863,Action|Drama|War
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",4.01755618,Comedy|Drama
Amores Perros (Love's a Bitch) (2000),4.01687534,Drama|Thriller
Donnie Darko (2001),4.015989536,Drama|Mystery|Sci-Fi|Thriller
Pride and Prejudice (1995),4.015859285,Drama|Romance
Sling Blade (1996),4.015463534,Drama
From the Earth to the Moon (1998),4.013636364,Action|Documentary|Drama|Thriller
"Matter of Life and Death, A (Stairway to Heaven) (1946)",4.013468013,Drama|Fantasy|Romance
Toy Story 3 (2010),4.012973534,Adventure|Animation|Children|Comedy|Fantasy|IMAX
Key Largo (1948),4.012602059,Crime|Drama|Film-Noir|Thriller
Smiles of a Summer Night (Sommarnattens leende) (1955),4.012269939,Comedy|Romance
All About My Mother (Todo sobre mi madre) (1999),4.012234534,Drama
Big Night (1996),4.012172108,Comedy|Drama
3-Iron (Bin-jip) (2004),4.012054002,Drama|Romance
Trainspotting (1996),4.01123405,Comedy|Crime|Drama
Diabolique (Les diaboliques) (1955),4.010931559,Horror|Mystery|Thriller
Let the Right One In (Låt den rätte komma in) (2008),4.010526316,Drama|Fantasy|Horror|Romance
Ninotchka (1939),4.010283688,Comedy|Romance
Breathless (À bout de souffle) (1960),4.009270335,Crime|Drama|Romance
Woman in the Dunes (Suna no onna) (1964),4.008487654,Drama
"Streetcar Named Desire, A (1951)",4.008160703,Drama
Kolya (Kolja) (1996),4.008046491,Comedy|Drama
Indiana Jones and the Last Crusade (1989),4.007592711,Action|Adventure
"Grapes of Wrath, The (1940)",4.007076756,Drama
White Heat (1949),4.007075472,Crime|Drama|Film-Noir
Incendies (2010),4.006756757,Drama|Mystery|War
FLCL (2000),4.006627393,Animation|Comedy|Fantasy|Sci-Fi
Time of the Gypsies (Dom za vesanje) (1989),4.005797101,Comedy|Crime|Drama|Fantasy
Aliens (1986),4.005642138,Action|Adventure|Horror|Sci-Fi
"Pawnbroker, The (1964)",4.005368098,Drama
Antonia's Line (Antonia) (1995),4.004925138,Comedy|Drama
"Wild Bunch, The (1969)",4.004725898,Adventure|Western
Star Wars: Episode VI - Return of the Jedi (1983),4.004622217,Action|Adventure|Sci-Fi
"Shop Around the Corner, The (1940)",4.004276115,Comedy|Drama|Romance
"Sweet Hereafter, The (1997)",4.00386049,Drama
"39 Steps, The (1935)",4.003311258,Drama|Mystery|Thriller
That Obscure Object of Desire (Cet obscur objet du désir) (1977),4.003125,Drama
Midnight Cowboy (1969),4.000634719,Drama
How to Train Your Dragon (2010),4.00042008,Adventure|Animation|Children|Fantasy|IMAX
"Dark Knight Rises, The (2012)",4.000209644,Action|Adventure|Crime|IMAX
Through a Glass Darkly (Såsom i en spegel) (1961),4,Drama
Harold and Maude (1971),3.999814034,Comedy|Drama|Romance
Stand by Me (1986),3.999134782,Adventure|Drama
"Pier, The (Jetée, La) (1962)",3.998682477,Romance|Sci-Fi
"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",3.99790795,Drama|War
Young Frankenstein (1974),3.996785312,Comedy|Fantasy
Kin-Dza-Dza! (1986),3.996632997,Comedy|Drama|Sci-Fi
"Hate (Haine, La) (1995)",3.99643403,Crime|Drama
"Clockwork Orange, A (1971)",3.995302503,Crime|Drama|Sci-Fi|Thriller
Once Were Warriors (1994),3.995299357,Crime|Drama
Sansho the Bailiff (Sanshô dayû) (1954),3.995145631,Drama
Talk to Her (Hable con Ella) (2002),3.995144202,Drama|Romance
Mary and Max (2009),3.995127436,Animation|Comedy|Drama
"Last Picture Show, The (1971)",3.995058565,Drama
"Mirror, The (Zerkalo) (1975)",3.995039683,Drama
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",3.994897959,Adventure|Drama
"Big Heat, The (1953)",3.994565217,Drama|Film-Noir
No Country for Old Men (2007),3.994389149,Crime|Drama
Gandhi (1982),3.99366773,Drama
Serenity (2005),3.993260757,Action|Adventure|Sci-Fi
Three Colors: Blue (Trois couleurs: Bleu) (1993),3.993184542,Drama
"Searchers, The (1956)",3.992951128,Drama|Western
"Grand Budapest Hotel, The (2014)",3.992152466,Comedy|Drama
Metropolis (1927),3.990895715,Drama|Sci-Fi
"Ordet (Word, The) (1955)",3.99025974,Drama
Departures (Okuribito) (2008),3.989726027,Drama
Monty Python's And Now for Something Completely Different (1971),3.989081843,Comedy
"Lock, Stock & Two Smoking Barrels (1998)",3.98867863,Comedy|Crime|Thriller
Unforgiven (1992),3.988340047,Drama|Western
Shall We Dance (1937),3.988339223,Comedy|Musical|Romance
Brief Encounter (1946),3.987404162,Drama|Romance
"Deer Hunter, The (1978)",3.986662883,Drama|War
Jules and Jim (Jules et Jim) (1961),3.986337209,Drama|Romance
Being There (1979),3.986231314,Comedy|Drama
"Fugitive, The (1993)",3.985690083,Thriller
Beautiful Thing (1996),3.985625486,Drama|Romance
Office Space (1999),3.98538961,Comedy|Crime
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",3.98501153,Adventure|Drama
Early Summer (Bakushû) (1951),3.984848485,Drama
Delicatessen (1991),3.984417056,Comedy|Drama|Romance
Dog Day Afternoon (1975),3.983534422,Crime|Drama
"Now, Voyager (1942)",3.983014862,Drama|Romance
"Green Mile, The (1999)",3.98266129,Crime|Drama
Presto (2008),3.982142857,Animation|Children|Comedy|Fantasy
"Wizard of Oz, The (1939)",3.981680529,Adventure|Children|Fantasy|Musical
Monty Python's Life of Brian (1979),3.981125651,Comedy
Memories of Murder (Salinui chueok) (2003),3.980902778,Crime|Drama|Mystery|Thriller
"Separation, A (Jodaeiye Nader az Simin) (2011)",3.980508475,Drama
Little Big Man (1970),3.980287627,Western
The Imitation Game (2014),3.980237154,Drama|Thriller
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),3.98,Drama|War
Au revoir les enfants (1987),3.979784367,Drama
Gran Torino (2008),3.979307101,Crime|Drama
Moonrise Kingdom (2012),3.979238754,Comedy|Drama|Romance
"Life and Death of Colonel Blimp, The (1943)",3.978618421,Drama|Romance|War
"Postman, The (Postino, Il) (1994)",3.978396398,Comedy|Drama|Romance
Miller's Crossing (1990),3.978052805,Crime|Drama|Film-Noir|Thriller
Hard-Boiled (Lat sau san taam) (1992),3.977893602,Action|Crime|Drama|Thriller
For the Birds (2000),3.976525822,Animation|Children|Comedy
Infernal Affairs (Mou gaan dou) (2002),3.975900424,Crime|Drama|Thriller
"Man Who Shot Liberty Valance, The (1962)",3.974837662,Crime|Drama|Western
Umberto D. (1952),3.974666667,Drama
Glory (1989),3.974523072,Drama|War
"Exterminating Angel, The (Ángel exterminador, El) (1962)",3.973502304,Comedy|Drama|Fantasy|Mystery
Ip Man (2008),3.973447345,Action|Drama|War
"Bourne Ultimatum, The (2007)",3.97309687,Action|Crime|Thriller
In a Lonely Place (1950),3.973076923,Drama|Film-Noir|Mystery|Romance
For a Few Dollars More (Per qualche dollaro in più) (1965),3.973048728,Action|Drama|Thriller|Western
Trouble in Paradise (1932),3.972938144,Comedy|Romance
Love and Death (1975),3.972684086,Comedy
No Man's Land (2001),3.972631579,Drama|War
Hud (1963),3.97254902,Drama|Western
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",3.972505092,Action|Adventure
Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),3.972222222,Drama
Persepolis (2007),3.97198755,Animation|Drama
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",3.971938776,Animation|Drama
Days of Heaven (1978),3.970913108,Drama
"Vanishing, The (Spoorloos) (1988)",3.970848708,Drama|Thriller
Elite Squad (Tropa de Elite) (2007),3.970489978,Action|Crime|Drama|Thriller
"Kingdom, The (Riget) (1994)",3.97005988,Drama|Horror|Mystery
Europa Europa (Hitlerjunge Salomon) (1990),3.969746975,Drama|War
Chungking Express (Chung Hing sam lam) (1994),3.969250758,Drama|Mystery|Romance
Three Days of the Condor (3 Days of the Condor) (1975),3.969186047,Drama|Mystery|Romance|Thriller
Cries and Whispers (Viskningar och rop) (1972),3.968944099,Drama
Sense and Sensibility (1995),3.968573088,Drama|Romance
"Shop on Main Street, The (Obchod na korze) (1965)",3.967914439,Drama
House of Games (1987),3.967766497,Crime|Film-Noir|Mystery|Thriller
"Dolce Vita, La (1960)",3.967271293,Drama
"Twilight Samurai, The (Tasogare Seibei) (2002)",3.966760962,Drama|Romance
Local Hero (1983),3.96665623,Comedy
Papillon (1973),3.966317198,Crime|Drama
Whisper of the Heart (Mimi wo sumaseba) (1995),3.966157205,Animation|Drama|Romance
Head-On (Gegen die Wand) (2004),3.965875371,Drama|Romance
Into the Wild (2007),3.965520728,Action|Adventure|Drama
Fanny and Alexander (Fanny och Alexander) (1982),3.965376227,Drama|Fantasy|Mystery
"Sacrifice, The (Offret - Sacraficatio) (1986)",3.965,Drama
Underground (1995),3.964721254,Comedy|Drama|War
After Life (Wandafuru raifu) (1998),3.964566929,Drama|Fantasy
Star Trek (2009),3.96443433,Action|Adventure|Sci-Fi|IMAX
"Holy Mountain, The (Montaña sagrada, La) (1973)",3.964401294,Drama
Anne of Green Gables (1985),3.964360587,Children|Drama
Late Spring (Banshun) (1949),3.964285714,Drama
Fireworks (Hana-bi) (1997),3.962715105,Crime|Drama
Stroszek (1977),3.962264151,Comedy|Drama
To Be or Not to Be (1942),3.962257369,Comedy|Drama|War
"French Connection, The (1971)",3.961439739,Action|Crime|Thriller
"Women, The (1939)",3.961363636,Comedy
Horse Feathers (1932),3.961104848,Comedy
Day for Night (La Nuit Américaine) (1973),3.960446247,Comedy|Drama|Romance
Lilies of the Field (1963),3.960414129,Drama
"Servant, The (1963)",3.959821429,Drama
"Counterfeiters, The (Die Fälscher) (2007)",3.95971564,Crime|Drama|War
Exit Through the Gift Shop (2010),3.959459459,Comedy|Documentary
"Fall, The (2006)",3.957538995,Adventure|Drama|Fantasy
Once (2006),3.957520891,Drama|Musical|Romance
Judgment at Nuremberg (1961),3.957209848,Drama
"Chorus, The (Choristes, Les) (2004)",3.956864564,Drama
Temple Grandin (2010),3.956521739,Drama
2001: A Space Odyssey (1968),3.955747832,Adventure|Drama|Sci-Fi
"Straight Story, The (1999)",3.954754809,Adventure|Drama
Holiday (1938),3.954439252,Comedy|Drama|Romance
All Quiet on the Western Front (1930),3.954230769,Action|Drama|War
Shall We Dance? (Shall We Dansu?) (1996),3.954205366,Comedy|Drama|Romance
Tender Mercies (1983),3.954157175,Drama|Romance|Western
Sleuth (1972),3.954104478,Comedy|Mystery|Thriller
