Movie Name,Average Rating,genres
"Lord of the Rings: The Two Towers, The (2002)",4.107520547,Adventure|Fantasy
"African Queen, The (1951)",4.101558047,Adventure|Comedy|Romance|War
Princess Mononoke (Mononoke-hime) (1997),4.09629862,Action|Adventure|Animation|Drama|Fantasy
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),4.092081584,Adventure|Animation|Drama|Fantasy|Sci-Fi
Grave of the Fireflies (Hotaru no haka) (1988),4.08974359,Animation|Drama|War
"Gold Rush, The (1925)",4.088090551,Adventure|Comedy|Romance
"Palm Beach Story, The (1942)",4.087599545,Comedy
Louis C.K.: Shameless (2007),4.083613917,Comedy
"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.082865169,Action|Adventure|Drama|Thriller
Some Like It Hot (1959),4.082677165,Comedy|Crime
Tampopo (1985),4.082474227,Comedy
Roman Holiday (1953),4.081865459,Comedy|Drama|Romance
Hands on a Hard Body (1996),4.081409478,Comedy|Documentary
Annie Hall (1977),4.081258532,Comedy|Romance
Louis C.K.: Chewed Up (2008),4.081178161,Comedy
Singin' in the Rain (1952),4.080878755,Comedy|Musical|Romance
Dersu Uzala (1975),4.075851393,Adventure|Drama
"Graduate, The (1967)",4.073889313,Comedy|Drama|Romance
Louis C.K.: Hilarious (2010),4.071817193,Comedy
Manhattan (1979),4.071038929,Comedy|Drama|Romance
Charade (1963),4.069916297,Comedy|Crime|Mystery|Romance|Thriller
Dr. Horrible's Sing-Along Blog (2008),4.068371943,Comedy|Drama|Musical|Sci-Fi
My Man Godfrey (1936),4.068142611,Comedy|Romance
Kind Hearts and Coronets (1949),4.067738232,Comedy|Drama
"Grand Day Out with Wallace and Gromit, A (1989)",4.066765197,Adventure|Animation|Children|Comedy|Sci-Fi
"Great Dictator, The (1940)",4.066649173,Comedy|Drama|War
Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.066078117,Adventure|Animation|Fantasy|Romance
It's a Wonderful Life (1946),4.064292815,Drama|Fantasy|Romance
Louis C.K.: Live at the Beacon Theater (2011),4.062348668,Comedy
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),4.061916879,Action|Adventure|Animation|Children|Fantasy|Sci-Fi
Bringing Up Baby (1938),4.061102327,Comedy|Romance
Top Hat (1935),4.058018868,Comedy|Musical|Romance
"Rules of the Game, The (La règle du jeu) (1939)",4.058,Comedy|Drama
Sullivan's Travels (1941),4.054500703,Adventure|Comedy|Romance
Arsenic and Old Lace (1944),4.053597331,Comedy|Mystery|Thriller
Heart of a Dog (Sobachye serdtse) (1988),4.053278689,Comedy|Drama|Sci-Fi
Mister Roberts (1955),4.052339413,Comedy|Drama|War
8 1/2 (8½) (1963),4.050226098,Drama|Fantasy
Touching the Void (2003),4.048280735,Adventure|Documentary
"Night at the Opera, A (1935)",4.047279793,Comedy|Musical|Romance
"Apartment, The (1960)",4.046146341,Comedy|Drama|Romance
Trust (1990),4.042993631,Comedy|Drama|Romance
Cowboy Bebop (1998),4.042372881,Action|Adventure|Animation|Crime|Sci-Fi
Snatch (2000),4.04214679,Comedy|Crime|Thriller
Louis C.K.: Oh My God (2013),4.040492958,Comedy
"Man Who Would Be King, The (1975)",4.040199612,Adventure|Drama
WALL·E (2008),4.038929041,Adventure|Animation|Children|Romance|Sci-Fi
Up (2009),4.038266408,Adventure|Animation|Children|Drama
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",4.037898061,Drama|Fantasy|Thriller
Eat Drink Man Woman (Yin shi nan nu) (1994),4.035609756,Comedy|Drama|Romance
To Have and Have Not (1944),4.034192825,Adventure|Drama|Romance|Thriller|War
Eddie Izzard: Dress to Kill (1999),4.033653846,Comedy
This Is Spinal Tap (1984),4.032234957,Comedy
"Bourne Identity, The (1988)",4.031519065,Action|Adventure|Drama|Mystery|Thriller
"Christmas Story, A (1983)",4.030887583,Children|Comedy
Down by Law (1986),4.030623819,Comedy|Drama|Film-Noir
Brazil (1985),4.029590886,Fantasy|Sci-Fi
Forrest Gump (1994),4.029000181,Comedy|Drama|Romance|War
My Life as a Dog (Mitt liv som hund) (1985),4.028682818,Comedy|Drama
"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.02659176,Comedy|Romance
"Wings of Desire (Himmel über Berlin, Der) (1987)",4.024767378,Drama|Fantasy|Romance
Crimes and Misdemeanors (1989),4.022681196,Comedy|Crime|Drama
Network (1976),4.022281982,Comedy|Drama
Harvey (1950),4.021607606,Comedy|Fantasy
Breaking Away (1979),4.021109011,Comedy|Drama
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",4.01755618,Comedy|Drama
"Matter of Life and Death, A (Stairway to Heaven) (1946)",4.013468013,Drama|Fantasy|Romance
Toy Story 3 (2010),4.012973534,Adventure|Animation|Children|Comedy|Fantasy|IMAX
Smiles of a Summer Night (Sommarnattens leende) (1955),4.012269939,Comedy|Romance
Big Night (1996),4.012172108,Comedy|Drama
Trainspotting (1996),4.01123405,Comedy|Crime|Drama
Let the Right One In (Låt den rätte komma in) (2008),4.010526316,Drama|Fantasy|Horror|Romance
Ninotchka (1939),4.010283688,Comedy|Romance
Kolya (Kolja) (1996),4.008046491,Comedy|Drama
Indiana Jones and the Last Crusade (1989),4.007592711,Action|Adventure
FLCL (2000),4.006627393,Animation|Comedy|Fantasy|Sci-Fi
Time of the Gypsies (Dom za vesanje) (1989),4.005797101,Comedy|Crime|Drama|Fantasy
Aliens (1986),4.005642138,Action|Adventure|Horror|Sci-Fi
Antonia's Line (Antonia) (1995),4.004925138,Comedy|Drama
"Wild Bunch, The (1969)",4.004725898,Adventure|Western
Star Wars: Episode VI - Return of the Jedi (1983),4.004622217,Action|Adventure|Sci-Fi
"Shop Around the Corner, The (1940)",4.004276115,Comedy|Drama|Romance
How to Train Your Dragon (2010),4.00042008,Adventure|Animation|Children|Fantasy|IMAX
"Dark Knight Rises, The (2012)",4.000209644,Action|Adventure|Crime|IMAX
Harold and Maude (1971),3.999814034,Comedy|Drama|Romance
Stand by Me (1986),3.999134782,Adventure|Drama
Young Frankenstein (1974),3.996785312,Comedy|Fantasy
Kin-Dza-Dza! (1986),3.996632997,Comedy|Drama|Sci-Fi
Mary and Max (2009),3.995127436,Animation|Comedy|Drama
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",3.994897959,Adventure|Drama
Serenity (2005),3.993260757,Action|Adventure|Sci-Fi
"Grand Budapest Hotel, The (2014)",3.992152466,Comedy|Drama
Bill Hicks: Revelations (1993),3.99,Comedy
Monty Python's And Now for Something Completely Different (1971),3.989081843,Comedy
"Lock, Stock & Two Smoking Barrels (1998)",3.98867863,Comedy|Crime|Thriller
Shall We Dance (1937),3.988339223,Comedy|Musical|Romance
Being There (1979),3.986231314,Comedy|Drama
Office Space (1999),3.98538961,Comedy|Crime
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",3.98501153,Adventure|Drama
Delicatessen (1991),3.984417056,Comedy|Drama|Romance
Presto (2008),3.982142857,Animation|Children|Comedy|Fantasy
"Wizard of Oz, The (1939)",3.981680529,Adventure|Children|Fantasy|Musical
Monty Python's Life of Brian (1979),3.981125651,Comedy
Moonrise Kingdom (2012),3.979238754,Comedy|Drama|Romance
"Postman, The (Postino, Il) (1994)",3.978396398,Comedy|Drama|Romance
For the Birds (2000),3.976525822,Animation|Children|Comedy
"Exterminating Angel, The (Ángel exterminador, El) (1962)",3.973502304,Comedy|Drama|Fantasy|Mystery
Trouble in Paradise (1932),3.972938144,Comedy|Romance
Love and Death (1975),3.972684086,Comedy
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",3.972505092,Action|Adventure
Persepolis (2007),3.97198755,Animation|Drama
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",3.971938776,Animation|Drama
Local Hero (1983),3.96665623,Comedy
Whisper of the Heart (Mimi wo sumaseba) (1995),3.966157205,Animation|Drama|Romance
Into the Wild (2007),3.965520728,Action|Adventure|Drama
Fanny and Alexander (Fanny och Alexander) (1982),3.965376227,Drama|Fantasy|Mystery
Underground (1995),3.964721254,Comedy|Drama|War
After Life (Wandafuru raifu) (1998),3.964566929,Drama|Fantasy
Star Trek (2009),3.96443433,Action|Adventure|Sci-Fi|IMAX
Anne of Green Gables (1985),3.964360587,Children|Drama
Stroszek (1977),3.962264151,Comedy|Drama
To Be or Not to Be (1942),3.962257369,Comedy|Drama|War
"Women, The (1939)",3.961363636,Comedy
Horse Feathers (1932),3.961104848,Comedy
Day for Night (La Nuit Américaine) (1973),3.960446247,Comedy|Drama|Romance
Exit Through the Gift Shop (2010),3.959459459,Comedy|Documentary
"Fall, The (2006)",3.957538995,Adventure|Drama|Fantasy
2001: A Space Odyssey (1968),3.955747832,Adventure|Drama|Sci-Fi
"Straight Story, The (1999)",3.954754809,Adventure|Drama
Holiday (1938),3.954439252,Comedy|Drama|Romance
Shall We Dance? (Shall We Dansu?) (1996),3.954205366,Comedy|Drama|Romance
Sleuth (1972),3.954104478,Comedy|Mystery|Thriller
Being John Malkovich (1999),3.95320324,Comedy|Drama|Fantasy
Orpheus (Orphée) (1950),3.952736318,Drama|Fantasy|Romance
"Player, The (1992)",3.952714759,Comedy|Crime|Drama
Gladiator (2000),3.952247704,Action|Adventure|Drama
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",3.952230047,Adventure|Drama|Fantasy|Mystery|Sci-Fi
My Life in Pink (Ma vie en rose) (1997),3.950916936,Comedy|Drama
Harry Potter and the Deathly Hallows: Part 2 (2011),3.950665328,Action|Adventure|Drama|Fantasy|Mystery|IMAX
Viridiana (1961),3.950581395,Comedy|Drama
"Court Jester, The (1956)",3.95014245,Adventure|Comedy|Musical
Kiki's Delivery Service (Majo no takkyûbin) (1989),3.949878739,Adventure|Animation|Children|Drama|Fantasy
"Lavender Hill Mob, The (1951)",3.949850299,Comedy|Crime
"Avengers, The (2012)",3.949485783,Action|Adventure|Sci-Fi|IMAX
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",3.948660714,Comedy|Drama|Fantasy
Fitzcarraldo (1982),3.947615324,Adventure|Drama
"Red Shoes, The (1948)",3.946832579,Drama|Fantasy|Musical|Romance
Play Time (a.k.a. Playtime) (1967),3.945283019,Comedy
"Big Lebowski, The (1998)",3.944945718,Comedy|Crime
"Work of Director Michel Gondry, The (2003)",3.944827586,Comedy|Documentary
Ghost in the Shell (Kôkaku kidôtai) (1995),3.944640837,Animation|Sci-Fi
"Day at the Races, A (1937)",3.943871707,Comedy|Musical
Ferris Bueller's Day Off (1986),3.94366771,Comedy
Take the Money and Run (1969),3.943388073,Comedy|Crime
Waiting for Guffman (1996),3.942756421,Comedy
Never Cry Wolf (1983),3.941825095,Adventure|Drama
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),3.941747573,Comedy|Crime|Drama|Mystery
Adam's Apples (Adams æbler) (2005),3.940850277,Comedy|Drama
Sherlock Jr. (1924),3.939356436,Comedy|Fantasy|Romance
Emma (2009),3.938679245,Comedy|Drama|Romance
"Wedding Banquet, The (Xi yan) (1993)",3.938372093,Comedy|Drama|Romance
Into the Woods (1991),3.936403509,Adventure|Comedy|Fantasy|Musical
Safety Last! (1923),3.935736677,Action|Comedy|Romance
"Magnificent Seven, The (1960)",3.935354839,Adventure|Western
Knockin' on Heaven's Door (1997),3.934707904,Action|Comedy|Crime|Drama
"Outlaw Josey Wales, The (1976)",3.934468999,Action|Adventure|Drama|Thriller|Western
Animal Crackers (1930),3.934381779,Comedy|Musical
Beauty and the Beast (La belle et la bête) (1946),3.933402706,Drama|Fantasy
"Station Agent, The (2003)",3.931578947,Comedy|Drama
Rosencrantz and Guildenstern Are Dead (1990),3.931546194,Comedy|Drama
"Gay Divorcee, The (1934)",3.930400891,Comedy|Musical|Romance
Waltz with Bashir (Vals im Bashir) (2008),3.928430405,Animation|Documentary|Drama|War
Like Water for Chocolate (Como agua para chocolate) (1992),3.927265136,Drama|Fantasy|Romance
Hannah and Her Sisters (1986),3.925832953,Comedy|Drama|Romance
"Atalante, L' (1934)",3.925287356,Comedy|Drama|Romance
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",3.924744898,Animation|Comedy|Drama|Romance|Sci-Fi
Back to the Future (1985),3.924141843,Adventure|Comedy|Sci-Fi
My Father's Glory (La gloire de mon père) (1990),3.923850575,Adventure|Drama
Monty Python Live at the Hollywood Bowl (1982),3.923753066,Comedy
Vincent (1982),3.923694779,Animation
Hero (Ying xiong) (2002),3.923558552,Action|Adventure|Drama
How to Steal a Million (1966),3.923011844,Comedy|Crime|Romance
Little Miss Sunshine (2006),3.922082842,Adventure|Comedy|Drama
Toy Story (1995),3.921239561,Adventure|Animation|Children|Comedy|Fantasy
"Awful Truth, The (1937)",3.921186441,Comedy|Romance
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),3.918791574,Adventure|Animation|Comedy|Fantasy|Romance
Swing Time (1936),3.918300654,Comedy|Musical|Romance
You Can't Take It with You (1938),3.918118467,Comedy|Romance
"Producers, The (1968)",3.918046742,Comedy
"Kid, The (1921)",3.917647059,Comedy|Drama
My Man Godfrey (1957),3.917557252,Comedy
"Day of the Doctor, The (2013)",3.917266187,Adventure|Drama|Sci-Fi
Mutiny on the Bounty (1935),3.91688585,Adventure|Drama
About Time (2013),3.916208791,Drama|Fantasy|Romance
Himalaya (Himalaya - l'enfance d'un chef) (1999),3.915584416,Adventure|Drama
"Good bye, Lenin! (2003)",3.915557113,Comedy|Drama
Seven Chances (1925),3.915151515,Comedy
Three Colors: White (Trzy kolory: Bialy) (1994),3.913249516,Comedy|Drama
Iron Man (2008),3.913052579,Action|Adventure|Sci-Fi
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",3.912318841,Crime|Fantasy|Horror
My Fair Lady (1964),3.911249614,Comedy|Drama|Musical|Romance
"Circus, The (1928)",3.911016949,Comedy
"Incredibles, The (2004)",3.908572147,Action|Adventure|Animation|Children|Comedy
M*A*S*H (a.k.a. MASH) (1970),3.908045977,Comedy|Drama|War
Sabrina (1954),3.90753629,Comedy|Romance
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),3.907407407,Adventure|Comedy
Survive Style 5+ (2004),3.906542056,Fantasy|Mystery|Romance|Thriller
Red River (1948),3.906307978,Action|Adventure|Western
"Odd Couple, The (1968)",3.906070288,Comedy
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),3.905027933,Children|Drama|Romance
Shaun of the Dead (2004),3.904557549,Comedy|Horror
After the Thin Man (1936),3.904081633,Comedy|Crime|Mystery|Romance
"Bank Dick, The (1940)",3.90398293,Comedy
Akira Kurosawa's Dreams (Dreams) (1990),3.902962963,Drama|Fantasy
Stranger Than Paradise (1984),3.902272727,Comedy|Drama
Lonesome Dove (1989),3.901315789,Adventure|Drama|Western
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",3.89906754,Adventure|Drama
On the Town (1949),3.897739505,Comedy|Musical|Romance
Mystery Train (1989),3.897337071,Comedy|Drama
Band of Outsiders (Bande à part) (1964),3.896969697,Comedy|Crime|Drama|Romance
King of Hearts (1966),3.896396396,Comedy|Drama|War
"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)",3.896153846,Comedy|Drama
"Bill Cosby, Himself (1983)",3.896010187,Comedy|Documentary
"Adventures of Robin Hood, The (1938)",3.895639835,Action|Adventure|Romance
One Man Band (2005),3.895238095,Animation|Comedy|Musical
Diner (1982),3.895212038,Comedy|Drama
Children of Men (2006),3.894804326,Action|Adventure|Drama|Sci-Fi|Thriller
Miracle in Milan (Miracolo a Milano) (1951),3.894736842,Comedy|Drama|Fantasy
Auntie Mame (1958),3.89459865,Comedy|Drama
Much Ado About Nothing (1993),3.894188828,Comedy|Romance
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),3.893997894,Comedy|Drama
Lifted (2006),3.893700787,Animation|Comedy|Sci-Fi
"Last Detail, The (1973)",3.893478261,Comedy|Drama
In Bruges (2008),3.891883645,Comedy|Crime|Drama|Thriller
"O Brother, Where Art Thou? (2000)",3.891130068,Adventure|Comedy|Crime
"Steamboat Bill, Jr. (1928)",3.890625,Comedy|Romance
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",3.890561668,Drama|Fantasy|Romance
Raiders of the Lost Ark: The Adaptation (1989),3.89055794,Action|Adventure|Thriller
Adam's Rib (1949),3.890170512,Comedy|Romance
Desk Set (1957),3.89,Comedy|Romance
Mon Oncle (My Uncle) (1958),3.889473684,Comedy
Finding Nemo (2003),3.886227672,Adventure|Animation|Children|Comedy
"My Mother's Castle (Château de ma mère, Le) (1990)",3.886167147,Comedy|Drama
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",3.886075949,Comedy|Drama|Romance
Eddie Murphy Delirious (1983),3.88559322,Comedy|Documentary
Raising Arizona (1987),3.885519602,Comedy
Paper Moon (1973),3.885433071,Comedy|Crime|Drama
Ratatouille (2007),3.883866162,Animation|Children|Drama
Pride (2014),3.88372093,Comedy|Drama
3 Idiots (2009),3.883002208,Comedy|Drama|Romance
Monkey Business (1931),3.882894737,Comedy
Woman of the Year (1942),3.882278481,Comedy|Romance
"Batman: The Dark Knight Returns, Part 2 (2013)",3.882037534,Action|Animation
More (1998),3.88121547,Animation|Drama|Sci-Fi|IMAX
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",3.88071066,Action|Animation|Drama|Fantasy|Sci-Fi
Walkabout (1971),3.880530973,Adventure|Drama
Richard Pryor: Live in Concert (1979),3.88,Comedy|Documentary
Blood Diamond (2006),3.879543472,Action|Adventure|Crime|Drama|Thriller|War
"Monsters, Inc. (2001)",3.879443716,Adventure|Animation|Children|Comedy|Fantasy
Harry Potter and the Deathly Hallows: Part 1 (2010),3.879119464,Action|Adventure|Fantasy|IMAX
Mostly Martha (Bella Martha) (2001),3.878787879,Comedy|Drama|Romance
Paperman (2012),3.87804878,Animation|Comedy|Romance
Another Thin Man (1939),3.87797619,Comedy|Crime|Drama|Mystery|Romance
Kiss Kiss Bang Bang (2005),3.877934739,Comedy|Crime|Mystery|Thriller
La Luna (2011),3.877777778,Animation
Blazing Saddles (1974),3.876319042,Comedy|Western
Born Yesterday (1950),3.875935829,Comedy
"Man Who Knew Too Much, The (1956)",3.875329236,Adventure|Drama|Mystery|Thriller
Mad Hot Ballroom (2005),3.875,Children|Documentary
"Play It Again, Sam (1972)",3.87345679,Comedy|Romance
Say Anything... (1989),3.872880423,Comedy|Drama|Romance
Wristcutters: A Love Story (2006),3.872627373,Drama|Fantasy|Romance
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),3.872483221,Action|Animation|Sci-Fi|Thriller
Mr. Nobody (2009),3.872113677,Drama|Fantasy|Romance|Sci-Fi
BURN-E (2008),3.870927318,Adventure|Animation|Children|Sci-Fi
Together (Tillsammans) (2000),3.870680628,Comedy|Drama|Romance
"Shot in the Dark, A (1964)",3.870250232,Comedy|Crime|Mystery
Clerks (1994),3.869550538,Comedy
"Barbarian Invasions, The (Les invasions barbares) (2003)",3.868859284,Comedy|Crime|Drama|Mystery|Romance
Apollo 13 (1995),3.868597861,Adventure|Drama|IMAX
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",3.868468468,Animation|Comedy|Fantasy
Sleeper (1973),3.867795126,Comedy|Sci-Fi
Groundhog Day (1993),3.867623181,Comedy|Fantasy|Romance
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),3.867045455,Action|Adventure|Animation|Comedy|Crime|Mystery
Wolf Children (Okami kodomo no ame to yuki) (2012),3.866666667,Animation|Fantasy
Hot Fuzz (2007),3.866105236,Action|Comedy|Crime|Mystery
"Thin Man Goes Home, The (1945)",3.865740741,Comedy|Crime|Mystery
"Cuckoo, The (Kukushka) (2002)",3.864835165,Comedy|Drama|War
"Union: The Business Behind Getting High, The (2007)",3.863636364,Comedy|Documentary
"Navigator, The (1924)",3.862980769,Comedy
Fantastic Mr. Fox (2009),3.862850972,Adventure|Animation|Children|Comedy|Crime
Akira (1988),3.862806343,Action|Adventure|Animation|Sci-Fi
"Hunt for Red October, The (1990)",3.862522835,Action|Adventure|Thriller
Paprika (Papurika) (2006),3.862519201,Animation|Mystery|Sci-Fi
"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",3.861459969,Comedy|Crime|Drama
"Batman: The Dark Knight Returns, Part 1 (2012)",3.8609375,Action|Animation|Sci-Fi
Philomena (2013),3.860047847,Comedy|Drama
Rabbit-Proof Fence (2002),3.859819121,Adventure|Drama
Lagaan: Once Upon a Time in India (2001),3.859467456,Comedy|Drama|Musical|Romance
Seven Beauties (Pasqualino Settebellezze) (1976),3.858585859,Comedy|Drama
Swingers (1996),3.858318099,Comedy|Drama
After Hours (1985),3.856929955,Comedy|Thriller
Kikujiro (Kikujirô no natsu) (1999),3.856624319,Comedy|Drama
Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.856574415,Action|Adventure|Comedy|Fantasy
Thank You for Smoking (2006),3.856381543,Comedy|Drama
Bread and Chocolate (Pane e cioccolata) (1973),3.856357928,Comedy|Drama
Shadow of the Thin Man (1941),3.856115108,Comedy|Crime|Mystery
50/50 (2011),3.855817452,Comedy|Drama
Captain Blood (1935),3.855460385,Action|Adventure|Romance
"Red Balloon, The (Ballon rouge, Le) (1956)",3.855305466,Children|Fantasy
Guardians of the Galaxy (2014),3.854807223,Action|Adventure|Sci-Fi
Living in Oblivion (1995),3.85463394,Comedy
"Unbelievable Truth, The (1989)",3.854508197,Comedy|Drama
Sonatine (Sonachine) (1993),3.854166667,Action|Comedy|Crime|Drama
Angels in America (2003),3.853896104,Drama|Fantasy
Meet John Doe (1941),3.853503185,Comedy|Drama
"Andalusian Dog, An (Chien andalou, Un) (1929)",3.853125,Fantasy
Elling (2001),3.852902375,Comedy|Drama
Rushmore (1998),3.852612482,Comedy|Drama
"One, Two, Three (1961)",3.851955307,Comedy
Stardust (2007),3.851744186,Adventure|Comedy|Fantasy|Romance
Silver Linings Playbook (2012),3.851326198,Comedy|Drama
Juno (2007),3.851003,Comedy|Drama|Romance
Inglorious Bastards (Quel maledetto treno blindato) (1978),3.850364964,Action|Adventure|Drama|War
Zombieland (2009),3.849880273,Action|Comedy|Horror
Tekkonkinkreet (Tekkon kinkurîto) (2006),3.849794239,Action|Adventure|Animation|Crime|Fantasy
Smoke (1995),3.849671551,Comedy|Drama
"Fish Called Wanda, A (1988)",3.849623869,Comedy|Crime
Casino Royale (2006),3.849606043,Action|Adventure|Thriller
"Secret of Roan Inish, The (1994)",3.849054316,Children|Drama|Fantasy|Mystery
Amarcord (1973),3.848854962,Comedy|Drama
Teddy Bear (Mis) (1981),3.848684211,Comedy|Crime
Volver (2006),3.848201439,Comedy|Drama
"Iron Giant, The (1999)",3.848043297,Adventure|Animation|Children|Drama|Sci-Fi
Monsoon Wedding (2001),3.847787295,Comedy|Romance
Juliet of the Spirits (Giulietta degli spiriti) (1965),3.847315436,Comedy|Drama|Fantasy|Romance
Happiness (1998),3.846943483,Comedy|Drama
Tokyo Godfathers (2003),3.846808511,Adventure|Animation|Drama
Monty Python's The Meaning of Life (1983),3.845527986,Comedy
"King of Comedy, The (1983)",3.845342707,Comedy|Drama
In the Loop (2009),3.845289079,Comedy
Adaptation (2002),3.845092188,Comedy|Drama|Romance
"Nasty Girl, The (schreckliche Mädchen, Das) (1990)",3.844594595,Comedy|Drama
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),3.844339623,Action|Animation|Drama|Sci-Fi
Waking Life (2001),3.843709043,Animation|Drama|Fantasy
Shrek (2001),3.843613162,Adventure|Animation|Children|Comedy|Fantasy|Romance
When Harry Met Sally... (1989),3.842996162,Comedy|Romance
Only Angels Have Wings (1939),3.842541436,Adventure|Drama|Romance
Stolen Kisses (Baisers volés) (1968),3.841981132,Comedy|Drama|Romance
"Man in the White Suit, The (1951)",3.841920375,Comedy|Sci-Fi
Toy Story 2 (1999),3.841853316,Adventure|Animation|Children|Comedy|Fantasy
"Magic Flute, The (Trollflöjten) (1975)",3.84180791,Comedy|Fantasy|Musical|Romance
"Christmas Carol, A (1938)",3.841728281,Children|Drama|Fantasy
Better Off Dead... (1985),3.841472438,Comedy|Romance
Tangled (2010),3.841263331,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
Holiday Inn (1942),3.840881643,Comedy|Musical
Captain Phillips (2013),3.840482574,Adventure|Drama|Thriller|IMAX
